fecha;provincia;siglas;grupo_edad;hombres;mujeres;tasa_hombres_x1000;tasa_mujeres_x1000;enfermos 
2022-01-04;Soria;SO;0-9;732;695;216.9531713;214.7713226;1427
2022-01-04;Zamora;ZA;0-9;974;883;199.2227449;196.8345965;1857
2022-01-04;Ávila;AV;10-19;1635;1571;234.4086022;241.5808089;3206
2022-01-04;Burgos;BU;10-19;4837;4604;299.0047598;300.8363826;9441
2022-01-04;Segovia;SE;10-19;2350;2240;323.8699008;325.1088534;4590
2022-01-04;Soria;SO;10-19;1092;1074;275.6879576;289.8785425;2166
2022-01-04;Zamora;ZA;10-19;1425;1437;246.0290055;256.0584462;2862
2022-01-04;Castilla y León;CyL;10-19;27861;27886;272.3061135;286.6629659;55747
2022-01-04;Valladolid;VA;20-29;7561;7914;314.8055625;336.737299;15475
2022-01-04;León;LE;30-39;5033;5810;206.1775429;236.7080872;10843
2022-01-04;Salamanca;SA;30-39;4214;4617;232.3171068;248.1991184;8831
2022-01-04;Soria;SO;30-39;1194;1307;225.6235828;264.040404;2501
2022-01-04;Castilla y León;CyL;30-39;31285;34203;231.749324;257.5643478;65488
2022-01-04;León;LE;40-49;6235;7409;194.9412206;226.3949154;13644
2022-01-04;Soria;SO;40-49;1452;1665;214.5073127;267.9002414;3117
2022-01-04;Burgos;BU;50-59;5695;6567;203.9902572;245.8537681;12262
2022-01-04;Palencia;PA;50-59;2853;3135;224.6102976;257.621826;5988
2022-01-04;Soria;SO;50-59;1376;1567;188.5189752;244.7290333;2943
2022-01-04;Valladolid;VA;50-59;8395;9342;212.6554703;231.4266604;17737
2022-01-04;Burgos;BU;60-69;3985;3932;170.9493372;181.2482714;7917
2022-01-04;Palencia;PA;60-69;2201;2121;188.7488209;195.9896507;4322
2022-01-04;Segovia;SE;60-69;1986;1987;225.9385666;244.2532268;3973
2022-01-04;Zamora;ZA;60-69;1466;1389;126.4556198;129.5708955;2855
2022-01-04;Castilla y León;CyL;60-69;25225;25321;165.559654;169.4245013;50546
2022-01-04;Ávila;AV;70-79;983;1032;138.7634105;135.7180431;2015
2022-01-04;Burgos;BU;70-79;2394;2310;147.1872118;134.4430218;4704
2022-01-04;Palencia;PA;70-79;1339;1275;179.9489316;161.9047619;2614
2022-01-04;Soria;SO;70-79;573;520;142.3248882;128.1419418;1093
2022-01-04;Zamora;ZA;70-79;878;926;99.62555316;93.62992922;1804
2022-01-04;Ávila;AV;>80;1049;1669;177.0165373;185.0537754;2718
2022-01-04;Segovia;SE;>80;1203;1971;250.6772244;246.282644;3174
2022-01-04;Valladolid;VA;>80;2587;4678;188.6943837;200.8846137;7265
2021-12-28;Ávila;AV;0-9;924;815;158.8993981;152.650309;1739
2021-12-28;Castilla y León;CyL;0-9;16671;15487;192.4968824;190.1925628;32158
2021-12-28;León;LE;10-19;3895;3765;228.2984585;231.507102;7660
2021-12-28;Palencia;PA;10-19;1936;1964;308.1821076;331.8128062;3900
2021-12-28;Zamora;ZA;10-19;1303;1304;224.9654696;232.3592302;2607
2021-12-28;Salamanca;SA;20-29;4874;5155;299.0184049;297.7015477;10029
2021-12-28;Soria;SO;20-29;1205;1141;273.6770384;277.6831346;2346
2021-12-28;Zamora;ZA;20-29;1556;1449;234.1962673;237.0746073;3005
2021-12-28;Ávila;AV;30-39;1547;1699;186.2733293;207.727106;3246
2021-12-28;Burgos;BU;30-39;4746;4995;227.6368171;249.7874681;9741
2021-12-28;Salamanca;SA;30-39;3669;4089;202.271349;219.8150736;7758
2021-12-28;Soria;SO;30-39;1053;1136;198.9795918;229.4949495;2189
2021-12-28;Valladolid;VA;30-39;6462;7104;206.440483;227.3498256;13566
2021-12-28;Zamora;ZA;30-39;1406;1424;164.0989729;181.1474367;2830
2021-12-28;Ávila;AV;40-49;1817;2107;166.2853482;196.7320261;3924
2021-12-28;León;LE;40-49;5372;6489;167.9589795;198.282711;11861
2021-12-28;Palencia;PA;50-59;2494;2746;196.347032;225.6553538;5240
2021-12-28;Segovia;SE;50-59;2640;3176;225.8533664;275.0021647;5816
2021-12-28;Castilla y León;CyL;50-59;31806;36854;173.1777568;202.2788895;68660
2021-12-28;Palencia;PA;60-69;2024;1932;173.5700197;178.5252264;3956
2021-12-28;Segovia;SE;60-69;1878;1889;213.6518771;232.2065151;3767
2021-12-28;Zamora;ZA;60-69;1369;1297;118.0885017;120.988806;2666
2021-12-28;Burgos;BU;70-79;2246;2134;138.0879188;124.1997439;4380
2021-12-28;Palencia;PA;70-79;1231;1159;165.4347534;147.1746032;2390
2021-12-28;Salamanca;SA;70-79;1866;2037;124.5079069;116.1146896;3903
2021-12-28;Zamora;ZA;>80;1008;1593;128.8014311;128.4884659;2601
2021-12-28;Salamanca;SA;0-9;1986;1892;177.4957548;178.238342;3878
2021-12-28;Segovia;SE;0-9;1580;1542;266.3519892;274.4749021;3122
2021-12-28;Ávila;AV;10-19;1447;1374;207.4551971;211.2870983;2821
2021-12-28;Salamanca;SA;10-19;3452;3769;244.0438317;274.5083758;7221
2021-12-28;Segovia;SE;10-19;2163;2019;298.0981257;293.0333817;4182
2021-12-28;Soria;SO;10-19;992;967;250.4418076;260.9986505;1959
2021-12-28;Valladolid;VA;10-19;5769;5839;233.8846996;250.0428229;11608
2021-12-28;León;LE;20-29;4537;4507;246.0278727;261.3965897;9044
2021-12-28;Valladolid;VA;20-29;6887;7080;286.7432759;301.2509574;13967
2021-12-28;Palencia;PA;30-39;2050;2184;221.9335282;253.3642691;4234
2021-12-28;Castilla y León;CyL;30-39;27437;30078;203.2445646;226.5011973;57515
2021-12-28;Burgos;BU;40-49;5669;6210;198.9262404;229.6173045;11879
2021-12-28;Salamanca;SA;40-49;4087;4817;179.4117647;204.5782723;8904
2021-12-28;Soria;SO;40-49;1269;1476;187.4723002;237.4899437;2745
2021-12-28;Valladolid;VA;40-49;8431;9546;187.8523206;217.9004314;17977
2021-12-28;Ávila;AV;50-59;1798;2045;150.9275581;176.4756645;3843
2021-12-28;León;LE;50-59;5242;6266;150.0286205;175.8186257;11508
2021-12-28;Salamanca;SA;50-59;4322;5060;173.9095445;199.9604821;9382
2021-12-28;Valladolid;VA;50-59;7325;8237;185.5510804;204.0528154;15562
2021-12-28;Ávila;AV;60-69;1489;1424;147.5572292;157.6092972;2913
2021-12-28;Salamanca;SA;60-69;3042;3171;151.6526248;155.1825389;6213
2021-12-28;Segovia;SE;70-79;1112;1157;196.0162172;184.6767757;2269
2021-12-28;Valladolid;VA;70-79;3013;3208;125.7355089;116.9692992;6221
2021-12-28;Castilla y León;CyL;70-79;14430;14663;132.215503;119.5827693;29093
2021-12-28;Segovia;SE;>80;1170;1921;243.8007918;240.0349869;3091
2021-12-28;Soria;SO;>80;740;1267;202.739726;222.8671944;2007
2021-12-28;Valladolid;VA;>80;2431;4427;177.3158279;190.1060678;6858
2021-12-28;Burgos;BU;0-9;2944;2636;206.5385155;195.9851301;5580
2021-12-28;León;LE;0-9;2363;2219;163.7560638;165.3502235;4582
2021-12-28;Palencia;PA;0-9;1392;1247;248.3940043;238.7516753;2639
2021-12-28;Soria;SO;0-9;660;622;195.6135151;192.2126082;1282
2021-12-28;Valladolid;VA;0-9;3941;3698;186.6268883;184.5217305;7639
2021-12-28;Zamora;ZA;0-9;881;816;180.20045;181.8992421;1697
2021-12-28;Burgos;BU;10-19;4490;4224;277.5545528;276.0062729;8714
2021-12-28;Castilla y León;CyL;10-19;25447;25225;248.71231;259.3083739;50672
2021-12-28;Ávila;AV;20-29;1564;1577;218.9862784;239.0118218;3141
2021-12-28;Burgos;BU;20-29;5076;4987;316.9330669;332.7106545;10063
2021-12-28;Palencia;PA;20-29;2135;2032;310.997815;310.8459538;4167
2021-12-28;Segovia;SE;20-29;2385;2386;309.218203;331.5270251;4771
2021-12-28;Castilla y León;CyL;20-29;30219;30314;280.9971918;292.6005289;60533
2021-12-28;León;LE;30-39;4342;5086;177.8706321;207.2112447;9428
2021-12-28;Segovia;SE;30-39;2162;2361;243.139901;268.5090413;4523
2021-12-28;Palencia;PA;40-49;2490;2899;219.4025905;262.9716981;5389
2021-12-28;Segovia;SE;40-49;2662;3115;233.9808385;270.4227798;5777
2021-12-28;Zamora;ZA;40-49;1602;1963;145.4512439;180.9716972;3565
2021-12-28;Castilla y León;CyL;40-49;33399;38622;185.9849982;217.6610817;72021
2021-12-28;Burgos;BU;50-59;4966;5903;177.8780715;220.9950957;10869
2021-12-28;Soria;SO;50-59;1275;1440;174.6814632;224.8945807;2715
2021-12-28;Zamora;ZA;50-59;1744;1981;135.4984073;158.9504935;3725
2021-12-28;Burgos;BU;60-69;3731;3685;160.0531938;169.8626348;7416
2021-12-28;León;LE;60-69;4229;4354;139.7138987;144.843646;8583
2021-12-28;Soria;SO;60-69;931;848;171.3286713;172.7439397;1779
2021-12-28;Valladolid;VA;60-69;4836;4990;155.2288631;148.3176792;9826
2021-12-28;Castilla y León;CyL;60-69;23529;23590;154.4282695;157.8422648;47119
2021-12-28;Ávila;AV;70-79;914;944;129.0231508;124.1451867;1858
2021-12-28;León;LE;70-79;2675;2672;128.0639602;107.8506559;5347
2021-12-28;Soria;SO;70-79;546;488;135.6184799;120.2562839;1034
2021-12-28;Zamora;ZA;70-79;827;864;93.83864745;87.36097068;1691
2021-12-28;Ávila;AV;>80;999;1587;168.5791428;175.9618583;2586
2021-12-28;Burgos;BU;>80;2121;3672;192.4333152;197.4618197;5793
2021-12-28;León;LE;>80;2694;4698;155.785578;158.8181603;7392
2021-12-28;Palencia;PA;>80;1038;1930;207.9743538;213.0948438;2968
2021-12-28;Salamanca;SA;>80;2082;3577;167.4845145;179.1904619;5659
2021-12-28;Castilla y León;CyL;>80;14283;24672;174.9338624;181.9630056;38955
2021-12-21;Ávila;AV;0-9;840;745;144.4539983;139.5392396;1585
2021-12-21;León;LE;0-9;2161;2001;149.7574498;149.1058122;4162
2021-12-21;Soria;SO;0-9;608;577;180.2015412;178.3065513;1185
2021-12-21;Valladolid;VA;0-9;3445;3256;163.1387034;162.4669428;6701
2021-12-21;Ávila;AV;10-19;1355;1284;194.265233;197.447332;2639
2021-12-21;Burgos;BU;10-19;4261;4011;263.3986524;262.0883429;8272
2021-12-21;León;LE;10-19;3661;3524;214.582967;216.6881879;7185
2021-12-21;Ávila;AV;20-29;1368;1387;191.5429852;210.2152167;2755
2021-12-21;Burgos;BU;20-29;4765;4595;297.514985;306.5581426;9360
2021-12-21;Segovia;SE;20-29;2184;2183;283.1583042;303.3208281;4367
2021-12-21;Valladolid;VA;20-29;6187;6271;257.5984678;266.828355;12458
2021-12-21;Ávila;AV;30-39;1373;1506;165.3220951;184.1300893;2879
2021-12-21;Burgos;BU;30-39;4346;4646;208.4512447;232.3348502;8992
2021-12-21;León;LE;30-39;3870;4600;158.5350866;187.410878;8470
2021-12-21;Palencia;PA;30-39;1759;1888;190.4297932;219.025522;3647
2021-12-21;Segovia;SE;30-39;1972;2160;221.7723797;245.6499488;4132
2021-12-21;Zamora;ZA;30-39;1235;1260;144.1409897;160.284951;2495
2021-12-21;Burgos;BU;40-49;5195;5740;182.2934943;212.2388612;10935
2021-12-21;Zamora;ZA;40-49;1431;1769;129.9255493;163.0865677;3200
2021-12-21;Ávila;AV;50-59;1643;1916;137.9165617;165.3434588;3559
2021-12-21;León;LE;50-59;4802;5836;137.4356039;163.7531917;10638
2021-12-21;Palencia;PA;50-59;2192;2474;172.5712486;203.303476;4666
2021-12-21;Segovia;SE;50-59;2432;2972;208.0588588;257.3382977;5404
2021-12-21;Zamora;ZA;50-59;1595;1850;123.9219952;148.4393806;3445
2021-12-21;Castilla y León;CyL;50-59;28608;33805;155.7652414;185.5439806;62413
2021-12-21;Ávila;AV;60-69;1397;1346;138.4401942;148.9762037;2743
2021-12-21;Palencia;PA;60-69;1892;1816;162.2502358;167.8063205;3708
2021-12-21;Valladolid;VA;60-69;4498;4676;144.3795339;138.9846629;9174
2021-12-21;Palencia;PA;70-79;1169;1101;157.10254;139.8095238;2270
2021-12-21;Soria;SO;70-79;530;465;131.644312;114.5884672;995
2021-12-21;Castilla y León;CyL;70-79;13904;14081;127.3960051;114.8363209;27985
2021-12-21;Salamanca;SA;>80;2033;3505;163.542756;175.5836089;5538
2021-12-21;Zamora;ZA;>80;985;1566;125.8625096;126.3106953;2551
2021-12-21;Salamanca;SA;0-9;1826;1742;163.1959961;164.1073952;3568
2021-12-21;Segovia;SE;0-9;1461;1413;246.2913014;251.5129939;2874
2021-12-21;Zamora;ZA;0-9;795;751;162.6099407;167.4097191;1546
2021-12-21;Palencia;PA;10-19;1799;1805;286.3737663;304.9501605;3604
2021-12-21;Segovia;SE;10-19;2028;1871;279.4928335;271.5529753;3899
2021-12-21;Soria;SO;10-19;928;875;234.2842716;236.1673414;1803
2021-12-21;Zamora;ZA;10-19;1226;1217;211.6712707;216.8567356;2443
2021-12-21;Castilla y León;CyL;10-19;23660;23284;231.2466403;239.3552499;46944
2021-12-21;León;LE;20-29;4099;4071;222.2764492;236.1095001;8170
2021-12-21;Zamora;ZA;20-29;1409;1295;212.0710415;211.8782723;2704
2021-12-21;Soria;SO;30-39;952;1028;179.8941799;207.6767677;1980
2021-12-21;Palencia;PA;40-49;2161;2545;190.4132523;230.8599419;4706
2021-12-21;Segovia;SE;40-49;2416;2856;212.3582667;247.9381891;5272
2021-12-21;Valladolid;VA;40-49;7204;8255;160.5133575;188.4316008;15459
2021-12-21;Burgos;BU;50-59;4587;5518;164.3026005;206.5815582;10105
2021-12-21;Salamanca;SA;50-59;3938;4662;158.4580718;184.2323651;8600
2021-12-21;Salamanca;SA;60-69;2895;3024;144.3242435;147.9886464;5919
2021-12-21;Segovia;SE;60-69;1796;1794;204.3230944;220.5285802;3590
2021-12-21;Soria;SO;60-69;905;818;166.5439823;166.6327154;1723
2021-12-21;Zamora;ZA;60-69;1321;1237;113.9480721;115.391791;2558
2021-12-21;Burgos;BU;70-79;2184;2085;134.2760529;121.3479222;4269
2021-12-21;León;LE;70-79;2603;2569;124.617005;103.6932392;5172
2021-12-21;Salamanca;SA;70-79;1799;1956;120.0373657;111.4974634;3755
2021-12-21;Valladolid;VA;70-79;2855;3042;119.1420106;110.9166484;5897
2021-12-21;Segovia;SE;>80;1146;1891;238.7997499;236.2863926;3037
2021-12-21;Burgos;BU;0-9;2762;2490;193.7701698;185.1301115;5252
2021-12-21;Palencia;PA;0-9;1260;1118;224.8394004;214.0532261;2378
2021-12-21;Castilla y León;CyL;0-9;15158;14093;175.0265577;173.0731444;29251
2021-12-21;Salamanca;SA;10-19;3216;3490;227.359491;254.1879097;6706
2021-12-21;Valladolid;VA;10-19;5186;5207;210.2489256;222.9787598;10393
2021-12-21;Palencia;PA;20-29;1910;1819;278.2228696;278.2621998;3729
2021-12-21;Salamanca;SA;20-29;4331;4545;265.7055215;262.4740125;8876
2021-12-21;Soria;SO;20-29;1097;1022;249.148308;248.7223169;2119
2021-12-21;Castilla y León;CyL;20-29;27350;27188;254.3192427;262.4273663;54538
2021-12-21;Salamanca;SA;30-39;3230;3661;178.0693533;196.806795;6891
2021-12-21;Valladolid;VA;30-39;5555;6182;177.4646987;197.8429929;11737
2021-12-21;Castilla y León;CyL;30-39;24292;26931;179.9474055;202.8028375;51223
2021-12-21;Ávila;AV;40-49;1632;1923;149.3548092;179.5518207;3555
2021-12-21;León;LE;40-49;4848;5942;151.5757879;181.5681721;10790
2021-12-21;Salamanca;SA;40-49;3658;4335;160.5794557;184.1077041;7993
2021-12-21;Soria;SO;40-49;1153;1355;170.3353523;218.0209171;2508
2021-12-21;Castilla y León;CyL;40-49;29698;34720;165.3756842;195.6706736;64418
2021-12-21;Soria;SO;50-59;1165;1345;159.6109056;210.0577854;2510
2021-12-21;Valladolid;VA;50-59;6254;7232;158.4213593;179.1562415;13486
2021-12-21;Burgos;BU;60-69;3572;3579;153.2323796;164.9764912;7151
2021-12-21;León;LE;60-69;4053;4184;133.899369;139.1882901;8237
2021-12-21;Castilla y León;CyL;60-69;22329;22474;146.5522899;150.3750343;44803
2021-12-21;Ávila;AV;70-79;886;911;125.0705816;119.8053656;1797
2021-12-21;Segovia;SE;70-79;1082;1128;190.7280099;180.0478851;2210
2021-12-21;Zamora;ZA;70-79;796;824;90.32111653;83.31648129;1620
2021-12-21;Ávila;AV;>80;978;1544;165.0354371;171.1941457;2522
2021-12-21;Burgos;BU;>80;2088;3624;189.4393032;194.8806195;5712
2021-12-21;León;LE;>80;2629;4602;152.0268317;155.5728339;7231
2021-12-21;Palencia;PA;>80;1009;1871;202.163895;206.5805454;2880
2021-12-21;Soria;SO;>80;734;1254;201.0958904;220.5804749;1988
2021-12-21;Valladolid;VA;>80;2349;4278;171.3347921;183.707648;6627
2021-12-21;Castilla y León;CyL;>80;13951;24135;170.8676269;178.0024781;38086
2021-12-14;Valladolid;VA;0-9;3216;2991;152.29436;149.2440497;6207
2021-12-14;Zamora;ZA;0-9;758;718;155.0419309;160.0534998;1476
2021-12-14;Castilla y León;CyL;0-9;14435;13363;166.6782135;164.1081692;27798
2021-12-14;Ávila;AV;10-19;1324;1228;189.8207885;188.8359219;2552
2021-12-14;Zamora;ZA;10-19;1197;1184;206.6643646;210.976479;2381
2021-12-14;Palencia;PA;20-29;1818;1729;264.8215586;264.4944164;3547
2021-12-14;Soria;SO;20-29;1036;971;235.2941176;236.3105378;2007
2021-12-14;Ávila;AV;30-39;1297;1435;156.1709813;175.4493214;2732
2021-12-14;Soria;SO;30-39;881;977;166.4777022;197.3737374;1858
2021-12-14;Valladolid;VA;30-39;5171;5768;165.197112;184.593721;10939
2021-12-14;Zamora;ZA;30-39;1169;1187;136.4379085;150.9986007;2356
2021-12-14;Castilla y León;CyL;30-39;22995;25641;170.3396422;193.0885432;48636
2021-12-14;Burgos;BU;40-49;5004;5557;175.5912696;205.4723609;10561
2021-12-14;Salamanca;SA;50-59;3813;4544;153.4282955;179.5692551;8357
2021-12-14;Segovia;SE;50-59;2322;2848;198.6483018;246.6014374;5170
2021-12-14;Soria;SO;50-59;1113;1298;152.486642;202.7174762;2411
2021-12-14;Ávila;AV;60-69;1350;1312;133.7825785;145.2130603;2662
2021-12-14;Salamanca;SA;60-69;2827;2947;140.934244;144.220417;5774
2021-12-14;Palencia;PA;70-79;1145;1084;153.877167;137.6507937;2229
2021-12-14;Segovia;SE;70-79;1061;1103;187.0262648;176.0574621;2164
2021-12-14;Valladolid;VA;70-79;2816;2971;117.5145015;108.3278641;5787
2021-12-14;Zamora;ZA;70-79;783;804;88.84602292;81.2942366;1587
2021-12-14;Ávila;AV;>80;971;1536;163.8542018;170.3071294;2507
2021-12-14;Segovia;SE;>80;1135;1873;236.5076058;234.037236;3008
2021-12-14;Burgos;BU;0-9;2678;2405;187.8770871;178.8104089;5083
2021-12-14;León;LE;0-9;2034;1901;140.956341;141.6542474;3935
2021-12-14;Soria;SO;0-9;573;557;169.8280972;172.1260816;1130
2021-12-14;Burgos;BU;10-19;4192;3922;259.1333375;256.2728698;8114
2021-12-14;Salamanca;SA;10-19;3130;3409;221.2796041;248.2884195;6539
2021-12-14;Soria;SO;10-19;892;836;225.1956577;225.6410256;1728
2021-12-14;Valladolid;VA;10-19;4865;4876;197.2350604;208.8043851;9741
2021-12-14;Ávila;AV;20-29;1314;1314;183.9820778;199.151258;2628
2021-12-14;Segovia;SE;20-29;2046;2015;265.2664333;279.9777685;4061
2021-12-14;Valladolid;VA;20-29;5739;5804;238.9457907;246.9577057;11543
2021-12-14;Castilla y León;CyL;20-29;26088;25807;242.5842926;249.0975078;51895
2021-12-14;León;LE;30-39;3644;4412;149.2769653;179.7514769;8056
2021-12-14;Palencia;PA;30-39;1650;1802;178.6294251;209.0487239;3452
2021-12-14;Salamanca;SA;30-39;3104;3507;171.1229947;188.5281153;6611
2021-12-14;León;LE;40-49;4615;5728;144.2908954;175.0290289;10343
2021-12-14;Salamanca;SA;40-49;3524;4186;154.6971027;177.7796653;7710
2021-12-14;Soria;SO;40-49;1107;1312;163.5396661;211.1021722;2419
2021-12-14;Valladolid;VA;40-49;6633;7680;147.7908246;175.3064439;14313
2021-12-14;Zamora;ZA;40-49;1363;1691;123.7515889;155.8956393;3054
2021-12-14;León;LE;50-59;4619;5659;132.1980538;158.7867224;10278
2021-12-14;Palencia;PA;50-59;2094;2387;164.8559282;196.1541622;4481
2021-12-14;Castilla y León;CyL;50-59;27310;32541;148.6978727;178.6063207;59851
2021-12-14;León;LE;60-69;3914;4068;129.307212;135.3293413;7982
2021-12-14;Burgos;BU;70-79;2147;2052;132.0012296;119.4273076;4199
2021-12-14;León;LE;70-79;2548;2521;121.9839142;101.7558022;5069
2021-12-14;Soria;SO;70-79;524;464;130.153999;114.3420404;988
2021-12-14;Castilla y León;CyL;70-79;13687;13836;125.4077332;112.8382456;27523
2021-12-14;Burgos;BU;>80;2070;3605;187.8062058;193.8588944;5675
2021-12-14;Palencia;PA;>80;994;1863;199.1584853;205.6972507;2857
2021-12-14;Salamanca;SA;>80;2016;3488;162.1752071;174.7319908;5504
2021-12-14;Soria;SO;>80;728;1251;199.4520548;220.0527704;1979
2021-12-14;Valladolid;VA;>80;2319;4221;169.1466083;181.2599304;6540
2021-12-14;Zamora;ZA;>80;972;1559;124.20138;125.7460881;2531
2021-12-14;Castilla y León;CyL;>80;13794;23947;168.9447384;176.6159247;37741
2021-12-14;Ávila;AV;0-9;798;703;137.2312984;131.6725979;1501
2021-12-14;Palencia;PA;0-9;1211;1068;216.095646;204.4801838;2279
2021-12-14;Salamanca;SA;0-9;1762;1675;157.4760926;157.7955723;3437
2021-12-14;Segovia;SE;0-9;1405;1345;236.8509777;239.4090424;2750
2021-12-14;León;LE;10-19;3582;3434;209.9525233;211.1541536;7016
2021-12-14;Palencia;PA;10-19;1746;1737;277.9369628;293.4617334;3483
2021-12-14;Segovia;SE;10-19;1947;1775;268.3296582;257.6197388;3722
2021-12-14;Castilla y León;CyL;10-19;22875;22401;223.574256;230.2781718;45276
2021-12-14;Burgos;BU;20-29;4660;4489;290.959041;299.4862899;9149
2021-12-14;León;LE;20-29;3936;3906;213.4374492;226.5398446;7842
2021-12-14;Salamanca;SA;20-29;4174;4332;256.0736196;250.1732502;8506
2021-12-14;Zamora;ZA;20-29;1365;1247;205.448525;204.0248691;2612
2021-12-14;Burgos;BU;30-39;4219;4522;202.3598254;226.1339201;8741
2021-12-14;Segovia;SE;30-39;1860;2031;209.1767881;230.979188;3891
2021-12-14;Ávila;AV;40-49;1567;1854;143.4062414;173.1092437;3421
2021-12-14;Palencia;PA;40-49;2049;2429;180.5445414;220.3374456;4478
2021-12-14;Segovia;SE;40-49;2284;2708;200.755911;235.0898515;4992
2021-12-14;Castilla y León;CyL;40-49;28146;33145;156.7332483;186.7944838;61291
2021-12-14;Ávila;AV;50-59;1578;1863;132.4603374;160.7697618;3441
2021-12-14;Burgos;BU;50-59;4440;5396;159.0371803;202.0141515;9836
2021-12-14;Valladolid;VA;50-59;5793;6754;146.7436735;167.3148859;12547
2021-12-14;Zamora;ZA;50-59;1538;1792;119.4934349;143.7856054;3330
2021-12-14;Burgos;BU;60-69;3482;3502;149.3715413;161.4271227;6984
2021-12-14;Palencia;PA;60-69;1828;1757;156.7618558;162.3544631;3585
2021-12-14;Segovia;SE;60-69;1749;1739;198.9761092;213.7676706;3488
2021-12-14;Soria;SO;60-69;881;808;162.1273463;164.5956407;1689
2021-12-14;Valladolid;VA;60-69;4282;4490;137.4462348;133.4561883;8772
2021-12-14;Zamora;ZA;60-69;1298;1212;111.9641163;113.0597015;2510
2021-12-14;Castilla y León;CyL;60-69;21611;21835;141.8398288;146.0994426;43446
2021-12-14;Ávila;AV;70-79;876;902;123.6589497;118.621778;1778
2021-12-14;Salamanca;SA;70-79;1787;1935;119.2366718;110.3004047;3722
2021-12-14;León;LE;>80;2589;4551;149.713757;153.8487543;7140
2021-12-07;Ávila;AV;10-19;1294;1208;185.5197133;185.7604183;2502
2021-12-07;Burgos;BU;10-19;4144;3879;256.1661618;253.4631469;8023
2021-12-07;León;LE;10-19;3543;3384;207.6666081;208.0796901;6927
2021-12-07;Palencia;PA;10-19;1725;1709;274.5940783;288.7312046;3434
2021-12-07;Zamora;ZA;10-19;1181;1166;203.9019337;207.7690663;2347
2021-12-07;León;LE;30-39;3545;4310;145.2214166;175.5958444;7855
2021-12-07;Castilla y León;CyL;30-39;22400;25023;165.9320716;188.4347184;47423
2021-12-07;Burgos;BU;40-49;4876;5431;171.0997263;200.813459;10307
2021-12-07;Ávila;AV;50-59;1537;1831;129.018719;158.0082844;3368
2021-12-07;Burgos;BU;50-59;4360;5308;156.1716455;198.7196286;9668
2021-12-07;León;LE;50-59;4498;5535;128.7349742;155.307388;10033
2021-12-07;León;LE;60-69;3785;3960;125.045426;131.7365269;7745
2021-12-07;Salamanca;SA;60-69;2771;2879;138.1424797;140.8926299;5650
2021-12-07;Segovia;SE;60-69;1729;1717;196.7007964;211.0633067;3446
2021-12-07;Palencia;PA;70-79;1132;1079;152.13009;137.015873;2211
2021-12-07;Segovia;SE;70-79;1053;1097;185.6160762;175.0997606;2150
2021-12-07;Soria;SO;70-79;522;459;129.657228;113.1099064;981
2021-12-07;Valladolid;VA;70-79;2777;2920;115.8869924;106.4683147;5697
2021-12-07;León;LE;>80;2565;4521;148.3259122;152.8345898;7086
2021-12-07;Salamanca;SA;>80;2010;3468;161.6925428;173.7300872;5478
2021-12-07;Valladolid;VA;>80;2299;4185;167.6878191;179.7140035;6484
2021-12-07;Zamora;ZA;>80;967;1547;123.562484;124.77819;2514
2021-12-07;Ávila;AV;0-9;772;677;132.7601032;126.8027721;1449
2021-12-07;Burgos;BU;0-9;2605;2341;182.7557177;174.0520446;4946
2021-12-07;León;LE;0-9;1951;1839;135.2044352;137.0342772;3790
2021-12-07;Palencia;PA;0-9;1175;1041;209.6716631;199.310741;2216
2021-12-07;Segovia;SE;0-9;1391;1326;234.4908968;236.0270559;2717
2021-12-07;Valladolid;VA;0-9;3071;2837;145.4278543;141.5598024;5908
2021-12-07;Castilla y León;CyL;0-9;13968;12914;161.2858528;158.5940954;26882
2021-12-07;Salamanca;SA;10-19;3092;3367;218.5931425;245.2294246;6459
2021-12-07;Soria;SO;10-19;890;826;224.6907347;222.9419703;1716
2021-12-07;León;LE;20-29;3882;3831;210.5091915;222.1900012;7713
2021-12-07;Segovia;SE;20-29;2000;1959;259.3024763;272.1967486;3959
2021-12-07;Castilla y León;CyL;20-29;25617;25254;238.2046084;243.759773;50871
2021-12-07;Burgos;BU;30-39;4146;4458;198.8584584;222.93344;8604
2021-12-07;Palencia;PA;30-39;1616;1756;174.9485764;203.712297;3372
2021-12-07;Segovia;SE;30-39;1809;2002;203.4412955;227.68111;3811
2021-12-07;Soria;SO;30-39;865;955;163.4542706;192.9292929;1820
2021-12-07;Zamora;ZA;30-39;1132;1150;132.1195145;146.2918204;2282
2021-12-07;León;LE;40-49;4466;5555;139.6323162;169.7427122;10021
2021-12-07;Segovia;SE;40-49;2256;2653;198.2948053;230.3151315;4909
2021-12-07;Valladolid;VA;40-49;6342;7367;141.3070119;168.1617932;13709
2021-12-07;Zamora;ZA;40-49;1309;1627;118.848738;149.9953904;2936
2021-12-07;Castilla y León;CyL;40-49;27295;32229;151.9943869;181.6322045;59524
2021-12-07;Segovia;SE;50-59;2284;2815;195.3973822;243.7440471;5099
2021-12-07;Zamora;ZA;50-59;1473;1738;114.4433222;139.4527802;3211
2021-12-07;Castilla y León;CyL;50-59;26594;31869;144.7993858;174.9179446;58463
2021-12-07;Soria;SO;60-69;863;798;158.8148693;162.5585659;1661
2021-12-07;Zamora;ZA;60-69;1261;1176;108.7725352;109.7014925;2437
2021-12-07;Castilla y León;CyL;60-69;21051;21279;138.1643717;142.3792095;42330
